date,hour,day_of_week,device,ad_id,total_clicks,avg_cost_per_click,total_cost
2024-01-06,12,5,MOBILE,1003,1,1.3518006416417943,1.3518006416417943
2024-01-06,12,5,MOBILE,1004,8,2.2815879832186177,18.25270386574894
2024-01-06,13,5,MOBILE,1003,1,2.1152426371574737,2.1152426371574737
2024-01-06,13,5,MOBILE,1004,4,3.229190628659178,12.916762514636712
2024-01-06,14,5,MOBILE,1003,2,2.4090546295806274,4.818109259161255
2024-01-06,14,5,MOBILE,1004,7,1.7252369431714367,12.076658602200057
2024-01-06,15,5,MOBILE,1003,2,3.0857113928202082,6.1714227856404165
2024-01-06,16,5,MOBILE,1003,2,2.9911565581549295,5.982313116309859
2024-01-06,17,5,MOBILE,1002,2,3.5622510632074555,7.124502126414911
2024-01-06,17,5,MOBILE,1003,3,1.9533235480421338,5.859970644126402
2024-01-06,18,5,MOBILE,1002,4,3.4728936668831416,13.891574667532566
2024-01-06,18,5,MOBILE,1003,1,2.182044067012106,2.182044067012106
2024-01-06,19,5,MOBILE,1002,5,3.834188159143366,19.17094079571683
2024-01-06,19,5,MOBILE,1003,6,1.9126304450819285,11.47578267049157
2024-01-06,20,5,MOBILE,1002,2,3.9544268705945766,7.908853741189153
2024-01-06,20,5,MOBILE,1003,8,2.263495873248317,18.107966985986536
2024-01-06,21,5,MOBILE,1002,2,4.3772420470476305,8.754484094095261
2024-01-06,22,5,MOBILE,1002,4,3.4179921262104784,13.671968504841914
2024-01-06,22,5,MOBILE,1003,3,1.9231574749667495,5.769472424900249
2024-01-06,23,5,MOBILE,1002,2,3.028642773369956,6.057285546739912
2024-01-06,23,5,MOBILE,1003,1,3.231484506680809,3.231484506680809
2024-01-07,11,6,MOBILE,1003,2,3.378721729684184,6.757443459368368
2024-01-07,11,6,MOBILE,1004,5,1.8596751891635948,9.298375945817973
2024-01-07,12,6,MOBILE,1003,4,2.2700084327997603,9.080033731199041
2024-01-07,12,6,MOBILE,1004,3,2.1924981470950473,6.5774944412851415
2024-01-07,13,6,MOBILE,1003,2,2.5374614286644244,5.074922857328849
2024-01-07,14,6,MOBILE,1003,3,2.006261172996203,6.018783518988609
2024-01-07,14,6,MOBILE,1004,1,2.733690637851342,2.733690637851342
2024-01-07,15,6,MOBILE,1003,1,3.8172117521296185,3.8172117521296185
2024-01-07,16,6,MOBILE,1003,3,2.023656973361865,6.070970920085594
2024-01-07,17,6,MOBILE,1003,1,2.051254177531477,2.051254177531477
2024-01-07,18,6,MOBILE,1003,5,2.2120508716129974,11.060254358064988
2024-01-07,19,6,MOBILE,1003,5,2.10221532009448,10.5110766004724
2024-01-07,20,6,MOBILE,1003,1,3.7659984817954335,3.7659984817954335
2024-01-07,21,6,MOBILE,1003,1,1.1647684620259993,1.1647684620259993
2024-01-08,11,0,MOBILE,1004,2,1.6461662135347626,3.292332427069525
2024-01-08,12,0,MOBILE,1004,5,2.763963660883843,13.819818304419215
2024-01-08,13,0,MOBILE,1003,3,2.3481902986622,7.044570895986601
2024-01-08,13,0,MOBILE,1004,1,1.5731978642034588,1.5731978642034588
2024-01-08,14,0,MOBILE,1003,4,1.7285421204136606,6.9141684816546425
2024-01-08,14,0,MOBILE,1004,2,1.9113877694803934,3.8227755389607867
2024-01-08,15,0,MOBILE,1003,1,1.6451322822967471,1.6451322822967471
2024-01-08,16,0,MOBILE,1003,3,2.3128900547404005,6.938670164221202
2024-01-08,18,0,MOBILE,1003,4,3.3324858948223866,13.329943579289546
2024-01-08,19,0,MOBILE,1003,2,3.546089135106927,7.092178270213854
2024-01-08,21,0,MOBILE,1003,3,1.3795679882364213,4.138703964709264
2024-01-09,11,1,MOBILE,1003,1,0.9874102202476409,0.9874102202476409
2024-01-09,11,1,MOBILE,1004,3,1.9054327334866719,5.716298200460016
2024-01-09,12,1,MOBILE,1003,4,2.5919762785086373,10.36790511403455
2024-01-09,12,1,MOBILE,1004,3,3.512712556079034,10.538137668237102
2024-01-09,13,1,MOBILE,1003,2,3.1626636092206857,6.325327218441371
2024-01-09,13,1,MOBILE,1004,8,2.671680910069312,21.373447280554497
2024-01-09,14,1,MOBILE,1003,2,2.0231136359044535,4.046227271808907
2024-01-09,14,1,MOBILE,1004,5,1.7129450650998148,8.564725325499074
2024-01-09,16,1,MOBILE,1003,1,3.5018258501913992,3.5018258501913992
2024-01-09,17,1,MOBILE,1003,2,2.2631896476180344,4.526379295236069
2024-01-09,18,1,MOBILE,1003,5,2.2724391616037254,11.362195808018626
2024-01-09,19,1,MOBILE,1003,4,2.3914307266018655,9.565722906407462
2024-01-09,20,1,MOBILE,1003,5,2.328758235080662,11.643791175403312
2024-01-09,21,1,MOBILE,1003,1,4.592997397283812,4.592997397283812
2024-01-10,11,2,MOBILE,1003,5,2.1595342553119323,10.797671276559662
2024-01-10,11,2,MOBILE,1004,2,3.2409326575264172,6.4818653150528345
2024-01-10,12,2,MOBILE,1003,1,3.6799107202252315,3.6799107202252315
2024-01-10,12,2,MOBILE,1004,9,2.1281245445384203,19.15312090084578
2024-01-10,13,2,MOBILE,1003,2,2.964626900942853,5.929253801885706
2024-01-10,13,2,MOBILE,1004,7,1.7605108059824828,12.32357564187738
2024-01-10,14,2,MOBILE,1003,2,2.5273752911930383,5.0547505823860766
2024-01-10,15,2,MOBILE,1003,1,3.7615429742045103,3.7615429742045103
2024-01-10,16,2,MOBILE,1003,2,2.6959979146421365,5.391995829284273
2024-01-10,17,2,MOBILE,1002,2,3.7855101012797556,7.571020202559511
2024-01-10,17,2,MOBILE,1003,3,2.376460232625719,7.129380697877156
2024-01-10,18,2,MOBILE,1002,2,4.562429155035177,9.124858310070355
2024-01-10,18,2,MOBILE,1003,1,1.776023751869347,1.776023751869347
2024-01-10,19,2,MOBILE,1002,1,3.194868151525601,3.194868151525601
2024-01-10,19,2,MOBILE,1003,1,2.5732514770264796,2.5732514770264796
2024-01-10,20,2,MOBILE,1002,3,3.2643525330545464,9.793057599163639
2024-01-10,20,2,MOBILE,1003,1,2.726392205767306,2.726392205767306
2024-01-10,21,2,MOBILE,1002,1,2.3585366590449564,2.3585366590449564
2024-01-10,21,2,MOBILE,1003,3,2.1850938886915334,6.555281666074601
2024-01-11,11,3,MOBILE,1003,6,2.4256396606814543,14.553837964088725
2024-01-11,11,3,MOBILE,1004,3,1.9566703025109824,5.870010907532947
2024-01-11,12,3,MOBILE,1003,7,2.1309682371909036,14.916777660336326
2024-01-11,12,3,MOBILE,1004,6,1.8665630107887965,11.199378064732779
2024-01-11,13,3,MOBILE,1003,1,2.4160599607212343,2.4160599607212343
2024-01-11,13,3,MOBILE,1004,8,2.2145051673096954,17.716041338477563
2024-01-11,14,3,MOBILE,1003,1,0.9929674275866174,0.9929674275866174
2024-01-11,14,3,MOBILE,1004,4,2.655650301471688,10.622601205886752
2024-01-11,17,3,MOBILE,1002,2,4.080968300462894,8.161936600925788
2024-01-11,18,3,MOBILE,1003,8,2.485775500211666,19.88620400169333
2024-01-11,19,3,MOBILE,1002,5,4.204299388069418,21.02149694034709
2024-01-11,19,3,MOBILE,1003,7,2.3781065996361193,16.646746197452835
2024-01-11,20,3,MOBILE,1002,5,3.01329877540262,15.066493877013102
2024-01-11,20,3,MOBILE,1003,1,2.7054622424584096,2.7054622424584096
2024-01-11,21,3,MOBILE,1002,4,2.915767792690873,11.663071170763493
2024-01-11,21,3,MOBILE,1003,1,3.744418772584367,3.744418772584367
2024-01-12,11,4,MOBILE,1003,6,2.6551011022529276,15.930606613517565
2024-01-12,11,4,MOBILE,1004,10,2.017084561810444,20.17084561810444
2024-01-12,12,4,MOBILE,1003,1,2.256824914590743,2.256824914590743
2024-01-12,12,4,MOBILE,1004,5,3.3662146574661818,16.83107328733091
2024-01-12,13,4,MOBILE,1003,3,2.9862505254283604,8.958751576285081
2024-01-12,13,4,MOBILE,1004,7,2.327496265773265,16.292473860412855
2024-01-12,14,4,MOBILE,1004,6,0.9977916713462522,5.986750028077513
2024-01-12,15,4,MOBILE,1003,1,2.151240301044056,2.151240301044056
2024-01-12,16,4,MOBILE,1003,1,3.851399397690899,3.851399397690899
2024-01-12,17,4,MOBILE,1002,3,3.2006168747576367,9.60185062427291
2024-01-12,17,4,MOBILE,1003,9,2.6319130356525133,23.68721732087262
2024-01-12,18,4,MOBILE,1002,2,3.5562473831226535,7.112494766245307
2024-01-12,18,4,MOBILE,1003,2,3.3909149869484985,6.781829973896997
2024-01-12,19,4,MOBILE,1002,3,4.2504496646373155,12.751348993911947
2024-01-12,19,4,MOBILE,1003,2,2.6623724510856928,5.3247449021713855
2024-01-12,20,4,MOBILE,1002,3,3.81930350552526,11.45791051657578
2024-01-12,20,4,MOBILE,1003,6,2.8710390420591856,17.226234252355113
2024-01-12,21,4,MOBILE,1002,1,2.8205518370812497,2.8205518370812497
2024-01-12,21,4,MOBILE,1003,5,1.811072291655154,9.05536145827577
2024-01-12,22,4,MOBILE,1002,7,3.799545506663055,26.596818546641384
2024-01-12,22,4,MOBILE,1003,5,1.636277269631946,8.18138634815973
2024-01-12,23,4,MOBILE,1002,4,3.915751654704237,15.663006618816947
2024-01-12,23,4,MOBILE,1003,2,3.2711000390211495,6.542200078042299
2024-01-13,11,5,MOBILE,1003,6,2.5294824466708516,15.17689468002511
2024-01-13,11,5,MOBILE,1004,3,2.209815243411402,6.629445730234206
2024-01-13,12,5,MOBILE,1003,6,2.6982746047618407,16.189647628571045
2024-01-13,12,5,MOBILE,1004,3,2.322501318041827,6.9675039541254815
2024-01-13,13,5,MOBILE,1003,3,2.970484527709651,8.911453583128953
2024-01-13,13,5,MOBILE,1004,6,2.7290542617854516,16.37432557071271
2024-01-13,14,5,MOBILE,1003,1,2.9399125927128837,2.9399125927128837
2024-01-13,14,5,MOBILE,1004,2,2.972377603537838,5.944755207075676
2024-01-13,15,5,MOBILE,1003,1,1.770928478832535,1.770928478832535
2024-01-13,16,5,MOBILE,1003,2,2.8107645323376182,5.6215290646752365
2024-01-13,17,5,MOBILE,1002,1,4.571524923951347,4.571524923951347
2024-01-13,17,5,MOBILE,1003,5,1.934732615532052,9.67366307766026
2024-01-13,18,5,MOBILE,1002,2,3.806870162624792,7.613740325249584
2024-01-13,18,5,MOBILE,1003,6,1.8041462874675236,10.824877724805141
2024-01-13,19,5,MOBILE,1002,3,3.2043685290044475,9.613105587013342
2024-01-13,19,5,MOBILE,1003,1,2.7923806992484,2.7923806992484
2024-01-13,20,5,MOBILE,1002,2,4.2962440544310665,8.592488108862133
2024-01-13,20,5,MOBILE,1003,4,1.6317071384862554,6.5268285539450215
2024-01-13,21,5,MOBILE,1002,2,3.1899659309031163,6.379931861806233
2024-01-13,21,5,MOBILE,1003,1,3.1503980743064,3.1503980743064
2024-01-13,22,5,MOBILE,1002,1,4.532179241727059,4.532179241727059
2024-01-13,22,5,MOBILE,1003,3,1.9103318860362493,5.730995658108748
2024-01-13,23,5,MOBILE,1002,3,4.060471002070259,12.181413006210779
2024-01-13,23,5,MOBILE,1003,2,1.1347396838633788,2.2694793677267575
2024-01-14,11,6,MOBILE,1003,2,3.029282225008198,6.058564450016396
2024-01-14,11,6,MOBILE,1004,3,2.8890596060937046,8.667178818281114
2024-01-14,12,6,MOBILE,1004,5,2.7028355766875767,13.514177883437883
2024-01-14,13,6,MOBILE,1003,4,1.4257660612190275,5.70306424487611
2024-01-14,13,6,MOBILE,1004,4,2.6845361882087033,10.738144752834813
2024-01-14,14,6,MOBILE,1003,3,2.5258145736574575,7.577443720972372
2024-01-14,14,6,MOBILE,1004,4,2.648699664721967,10.594798658887868
2024-01-14,16,6,MOBILE,1003,2,2.6487185966040485,5.297437193208097
2024-01-14,17,6,MOBILE,1003,4,2.8223307184350457,11.289322873740183
2024-01-14,18,6,MOBILE,1003,4,2.4412168009264725,9.76486720370589
2024-01-14,21,6,MOBILE,1003,1,1.9113603324820112,1.9113603324820112
2024-01-15,11,0,MOBILE,1003,1,3.9216878191234965,3.9216878191234965
2024-01-15,11,0,MOBILE,1004,4,2.0149540398592967,8.059816159437187
2024-01-15,12,0,MOBILE,1003,1,5.02160210167432,5.02160210167432
2024-01-15,12,0,MOBILE,1004,3,2.4977167284316835,7.49315018529505
2024-01-15,13,0,MOBILE,1004,3,3.0423864332536232,9.12715929976087
2024-01-15,14,0,MOBILE,1004,5,2.5111132237173743,12.55556611858687
2024-01-15,18,0,MOBILE,1003,6,2.3901166539676684,14.34069992380601
2024-01-15,20,0,MOBILE,1003,8,2.073897122953372,16.591176983626976
2024-01-15,21,0,MOBILE,1003,1,2.026692224668755,2.026692224668755
2024-01-16,11,1,MOBILE,1003,1,2.146849120632759,2.146849120632759
2024-01-16,11,1,MOBILE,1004,1,1.9368884664416532,1.9368884664416532
2024-01-16,12,1,MOBILE,1003,5,2.4901874498278636,12.450937249139319
2024-01-16,12,1,MOBILE,1004,1,1.9514568261504766,1.9514568261504766
2024-01-16,13,1,MOBILE,1003,2,2.5604109186388895,5.120821837277779
2024-01-16,13,1,MOBILE,1004,4,3.194981852264406,12.779927409057624
2024-01-16,14,1,MOBILE,1003,4,2.4015399953673207,9.606159981469283
2024-01-16,17,1,MOBILE,1003,2,1.7728207889705299,3.5456415779410597
2024-01-16,19,1,MOBILE,1003,3,1.7047349486224856,5.114204845867457
2024-01-16,20,1,MOBILE,1003,6,2.0175758282731553,12.10545496963893
2024-01-16,21,1,MOBILE,1003,2,1.89582703929976,3.79165407859952
2024-01-17,11,2,MOBILE,1003,7,2.8186100457066465,19.730270319946527
2024-01-17,11,2,MOBILE,1004,7,2.584732411746009,18.093126882222062
2024-01-17,12,2,MOBILE,1003,4,2.126822809192893,8.507291236771572
2024-01-17,12,2,MOBILE,1004,2,1.9213736729490214,3.842747345898043
2024-01-17,13,2,MOBILE,1003,1,2.377816960797061,2.377816960797061
2024-01-17,13,2,MOBILE,1004,11,2.7190709244399724,29.909780168839696
2024-01-17,14,2,MOBILE,1003,2,1.5873827212792224,3.174765442558445
2024-01-17,14,2,MOBILE,1004,6,2.5834482032542687,15.500689219525611
2024-01-17,15,2,MOBILE,1003,5,1.935157736833705,9.675788684168525
2024-01-17,16,2,MOBILE,1003,2,3.275173681381215,6.55034736276243
2024-01-17,17,2,MOBILE,1002,2,4.468380610622052,8.936761221244105
2024-01-17,17,2,MOBILE,1003,2,3.7396898878576943,7.479379775715389
2024-01-17,18,2,MOBILE,1002,6,3.652665223383375,21.915991340300252
2024-01-17,18,2,MOBILE,1003,4,2.1531963914260173,8.612785565704069
2024-01-17,19,2,MOBILE,1002,6,3.9810462004468072,23.886277202680844
2024-01-17,19,2,MOBILE,1003,2,2.9944098134571324,5.988819626914265
2024-01-17,20,2,MOBILE,1002,2,3.145520982996402,6.291041965992804
2024-01-17,20,2,MOBILE,1003,2,2.7954505870072164,5.590901174014433
2024-01-17,21,2,MOBILE,1002,6,2.895319891785828,17.37191935071497
2024-01-17,21,2,MOBILE,1003,6,2.181747166189075,13.090482997134451
2024-01-18,11,3,MOBILE,1003,4,2.52094826310592,10.08379305242368
2024-01-18,11,3,MOBILE,1004,5,2.122749895399595,10.613749476997976
2024-01-18,12,3,MOBILE,1003,1,2.7958667328095634,2.7958667328095634
2024-01-18,12,3,MOBILE,1004,7,2.5487983822537155,17.84158867577601
2024-01-18,13,3,MOBILE,1003,1,3.1670098370319772,3.1670098370319772
2024-01-18,13,3,MOBILE,1004,5,2.4242557479975995,12.121278739987996
2024-01-18,14,3,MOBILE,1003,2,2.2467842368703685,4.493568473740737
2024-01-18,14,3,MOBILE,1004,3,1.6650948361544338,4.9952845084633015
2024-01-18,15,3,MOBILE,1003,3,3.2491420406736036,9.74742612202081
2024-01-18,17,3,MOBILE,1002,1,3.4455338792354007,3.4455338792354007
2024-01-18,17,3,MOBILE,1003,4,2.2353646461327408,8.941458584530963
2024-01-18,18,3,MOBILE,1002,1,3.384289755744765,3.384289755744765
2024-01-18,18,3,MOBILE,1003,9,2.2693823389501984,20.424441050551785
2024-01-18,19,3,MOBILE,1002,1,1.1383709827952733,1.1383709827952733
2024-01-18,19,3,MOBILE,1003,2,1.7797825811437007,3.5595651622874014
2024-01-18,20,3,MOBILE,1002,4,3.918410000719509,15.673640002878036
2024-01-18,20,3,MOBILE,1003,3,1.822493536169014,5.467480608507042
2024-01-18,21,3,MOBILE,1002,2,2.0936462358795778,4.1872924717591555
2024-01-18,21,3,MOBILE,1003,6,2.4370581011962007,14.622348607177205
2024-01-19,11,4,MOBILE,1003,2,1.7497879651984554,3.4995759303969107
2024-01-19,11,4,MOBILE,1004,2,2.4596264242451906,4.919252848490381
2024-01-19,12,4,MOBILE,1003,3,3.411241687044397,10.23372506113319
2024-01-19,12,4,MOBILE,1004,12,1.6209228820604824,19.451074584725788
2024-01-19,13,4,MOBILE,1003,4,2.88198969740347,11.52795878961388
2024-01-19,13,4,MOBILE,1004,2,2.722293364363426,5.444586728726852
2024-01-19,14,4,MOBILE,1003,3,2.889606075565286,8.668818226695858
2024-01-19,14,4,MOBILE,1004,7,2.80397137147422,19.62779960031954
2024-01-19,16,4,MOBILE,1003,2,3.3564759987673627,6.712951997534725
2024-01-19,17,4,MOBILE,1002,5,3.9859857513671306,19.929928756835654
2024-01-19,17,4,MOBILE,1003,3,2.9790444458231313,8.937133337469394
2024-01-19,18,4,MOBILE,1002,3,2.788362224801111,8.365086674403333
2024-01-19,18,4,MOBILE,1003,4,2.368302848068999,9.473211392275996
2024-01-19,19,4,MOBILE,1002,1,1.746906757057406,1.746906757057406
2024-01-19,19,4,MOBILE,1003,7,2.6246631013472856,18.372641709431
2024-01-19,20,4,MOBILE,1002,5,3.9082595159712263,19.54129757985613
2024-01-19,20,4,MOBILE,1003,4,1.9748407085831587,7.899362834332635
2024-01-19,21,4,MOBILE,1002,5,3.408559537212722,17.04279768606361
2024-01-19,21,4,MOBILE,1003,2,2.1260099614791557,4.252019922958311
2024-01-19,22,4,MOBILE,1002,3,3.1843608568095103,9.553082570428531
2024-01-19,22,4,MOBILE,1003,8,2.176666484078802,17.413331872630415
2024-01-19,23,4,MOBILE,1002,7,3.2075278707322608,22.452695095125826
2024-01-19,23,4,MOBILE,1003,2,1.0082001037108763,2.0164002074217526
2024-01-20,11,5,MOBILE,1003,6,2.189233155762945,13.135398934577669
2024-01-20,11,5,MOBILE,1004,7,1.4023067030293812,9.816146921205668
2024-01-20,12,5,MOBILE,1003,3,2.316342349176296,6.9490270475288884
2024-01-20,12,5,MOBILE,1004,11,2.5544264881551677,28.098691369706845
2024-01-20,13,5,MOBILE,1003,3,1.8277390286575834,5.4832170859727505
2024-01-20,13,5,MOBILE,1004,8,2.2544090800297383,18.035272640237906
2024-01-20,14,5,MOBILE,1004,6,1.9492348631011502,11.695409178606901
2024-01-20,15,5,MOBILE,1003,3,2.420137621245514,7.260412863736542
2024-01-20,16,5,MOBILE,1003,5,1.9988225991950692,9.994112995975346
2024-01-20,17,5,MOBILE,1002,3,3.252877994322136,9.758633982966408
2024-01-20,17,5,MOBILE,1003,3,2.6637957793951013,7.991387338185303
2024-01-20,18,5,MOBILE,1002,6,3.222869380638912,19.337216283833474
2024-01-20,18,5,MOBILE,1003,2,2.1801267607147796,4.360253521429559
2024-01-20,19,5,MOBILE,1002,2,3.411756593316823,6.823513186633646
2024-01-20,19,5,MOBILE,1003,3,3.1525117774406914,9.457535332322074
2024-01-20,20,5,MOBILE,1002,7,3.082434129793902,21.577038908557313
2024-01-20,21,5,MOBILE,1002,3,3.0729228552721497,9.218768565816449
2024-01-20,21,5,MOBILE,1003,4,2.5125889148182234,10.050355659272894
2024-01-20,22,5,MOBILE,1002,3,3.7111952873454483,11.133585862036345
2024-01-20,22,5,MOBILE,1003,3,3.3568638357727187,10.070591507318156
2024-01-20,23,5,MOBILE,1002,1,1.7908315492819957,1.7908315492819957
2024-01-20,23,5,MOBILE,1003,2,2.138260771902231,4.276521543804462
2024-01-21,11,6,MOBILE,1003,1,0.5,0.5
2024-01-21,11,6,MOBILE,1004,6,2.1710144914218423,13.026086948531054
2024-01-21,12,6,MOBILE,1003,1,0.5,0.5
2024-01-21,12,6,MOBILE,1004,9,2.516871490441378,22.6518434139724
2024-01-21,13,6,MOBILE,1003,2,3.3489609496882777,6.6979218993765555
2024-01-21,13,6,MOBILE,1004,3,1.8170839236838427,5.4512517710515285
2024-01-21,14,6,MOBILE,1003,2,2.20586139958635,4.4117227991727
2024-01-21,16,6,MOBILE,1003,3,2.7079161217578847,8.123748365273654
2024-01-21,19,6,MOBILE,1003,1,3.002158701554098,3.002158701554098
2024-01-21,20,6,MOBILE,1003,2,3.3010213228470766,6.602042645694153
2024-01-21,21,6,MOBILE,1003,4,2.585192880166712,10.340771520666848
2024-01-22,11,0,MOBILE,1003,6,2.023373142691238,12.140238856147427
2024-01-22,11,0,MOBILE,1004,6,2.3514502684273086,14.108701610563852
